Al Amal Station_Urban Station_RCRC AIR Quality Monitoring Network.,,,,,,,,,,,,,,,,,,,
Dates ,ADA_08 - 08_AP mbar      ,ADA_08 - 08_AT degreC    ,ADA_08 - 08_BENZ ppb       ,ADA_08 - 08_CO ppm       ,ADA_08 - 08_EBEN ppb       ,ADA_08 - 08_MPXY ppb       ,ADA_08 - 08_NO ppb       ,ADA_08 - 08_NO2 ppb       ,ADA_08 - 08_NOX ppb       ,ADA_08 - 08_03 ppb       ,ADA_08 - 08_OXYL ppb       ,ADA_08 - 08_PM10 ug/m3     ,ADA_08 - 08_PM25 ug/m3     ,ADA_08 - 08_RH %         ,ADA_08 - 08_SO2 ppb       ,ADA_08 - 08_SR W/m2      ,ADA_08 - 08_TOLU ppb       ,ADA_08 - 08_WD degre     ,ADA_08 - 08_WS m/s       
8/10/2024 3:00,977.3,25.02,2.25,0.43,2.62,7.94,8.8,73.1,81.9,6.7,2.87,87.6,27.7,14.58,9.8,0,12.12,75,0.43
8/10/2024 4:00,977.4,23.64,3.39,0.44,4.98,12.09,27.1,84.9,112,3.02,4.85,97.8,29.1,17.22,7.8,0,9.49,80.8,0.37
8/10/2024 5:00,977.6,23.71,3.7,0.34,3.89,8.73,22.1,79,101,3.51,3.9,96.8,28.8,17.56,9,0,8.63,89,0.35
8/10/2024 6:00,978,23.49,4.61,0.72,4.93,12.27,111.3,81,192.3,6.02,4.94,92.7,40.4,18.02,9.9,1.1,16.51,89.3,0.41
8/10/2024 7:00,978.2,23.41,6.19,1.59,6.54,16.33,204.6,88,292.6,2.48,6.99,116.8,37.6,20.74,13.4,30.5,20.01,60.6,0.33
8/10/2024 8:00,978.5,26.94,9.43,1.21,7.05,18.55,89.5,73.7,163.2,10.1,7.11,136.9,42.4,18.18,11.7,67.8,30.13,153.5,0.4
8/10/2024 9:00,978.8,29.05,3.62,0.56,1.6,5.16,5.5,30.7,36.2,45.52,1.96,151.9,45.8,17.08,7.6,136.9,9.56,150.5,0.73
8/10/2024 10:00,978.9,30.24,2.47,0.49,1.19,3.89,5,25.7,30.7,51.95,1.43,124.1,55,15.66,7.9,566,8.04,175.6,0.8
8/10/2024 11:00,978.7,31.71,2.06,0.42,1.02,3.05,4.1,24.6,28.7,58.41,1.1,87.6,40.7,12.02,8.9,860.3,6.61,116,0.42
8/10/2024 12:00,978.1,32.5,2.39,0.45,1.45,4.1,4.3,27.2,31.5,61.79,1.43,85,31.1,10.67,9.5,1008.9,6.97,80.7,0.54
8/10/2024 13:00,977.5,33.25,2.52,0.39,2.13,5.28,3.1,28.5,31.5,70.68,1.93,216.4,35.7,10.06,8.4,991.7,9.4,64.9,0.21
8/10/2024 14:00,976.9,33.95,2.4,0.43,1.31,2.89,2.9,30.9,33.8,76.08,1.11,201.8,42.1,9.25,8.9,850.9,6.07,131,0.17
8/10/2024 15:00,976.5,34.63,2.23,0.39,0.93,2,2.4,27.4,29.8,65.72,0.78,169.8,31.1,7.11,10.2,677.3,5.16,7.7,0.53
8/10/2024 16:00,976.5,34.21,1.58,0.35,0.53,1.34,2.4,26.1,28.5,58.95,0.52,147.3,29.2,6.73,7.4,424.1,3.69,26.9,0.82
8/10/2024 17:00,976.7,33.27,1.22,0.27,0.34,0.95,2.2,24.6,26.8,59.54,0.37,137.6,34.1,6.75,2.7,174.2,2.73,9.8,0.66
8/10/2024 18:00,977,31.64,1.2,0.21,0.29,0.96,1.3,23.4,24.7,53.36,0.38,118.5,36.5,6.46,0.7,11,2.98,31.4,0.79
8/10/2024 19:00,977.3,30.77,1.92,0.42,0.58,2.04,1.1,33.8,34.8,42.82,0.74,92.8,25.6,7.19,0.9,0,5.61,52.9,0.8
8/10/2024 20:00,977.7,29.82,3.17,0.58,0.89,3.16,10.8,58.1,68.9,15.43,1.12,76.5,18.4,8.62,2.2,0,8.62,61.6,0.72
8/10/2024 21:00,978,28.18,4.97,0.93,1.69,5.75,49.8,72.1,121.9,2.5,2.11,87.9,18.6,9.45,2.4,0,13.46,75.5,0.39
8/10/2024 22:00,977.9,27.27,4.96,0.98,2.69,7.98,47.4,68.3,115.8,2.28,3.09,87.1,22.5,10.66,2.5,0,17.6,68.1,0.45
8/10/2024 23:00,978,26.77,16.85,0.96,5.38,15.87,49.8,64.3,114.1,2.14,6.28,89,16.7,11.75,2.6,0,48.85,76.3,0.44
8/11/2024 0:00,977.8,26.4,5.34,0.86,2.57,8.08,47.7,61.9,109.7,2.22,3.11,97.2,23.6,13,2.2,0,15.76,66.1,0.49
9/10/2024 1:00,977.3,25.64,4.53,0.61,1.74,5.81,25.5,59.2,84.7,1.87,2.08,95.5,18.2,14.31,2.8,0,13.67,43.2,0.33
9/10/2024 2:00,,,4.66,,1.97,6.7,57.7,60.8,118.5,,2.61,,,,,,14.07,37.5,0.31
9/10/2024 3:00,977,25.11,4.98,0.81,2.26,7.46,98.2,64.7,162.9,2.52,2.98,85.7,24.2,16.67,0.6,0,15,106.5,0.35
9/10/2024 4:00,977,24.66,5.87,0.68,5.54,14.94,158,69.4,227.4,2.66,5.93,82.8,30.5,17.57,1.4,0,23.57,88.2,0.51
9/10/2024 5:00,977.2,24.17,4.86,0.38,6.42,16.78,138.7,68.7,207.4,2.56,6.55,101,28,21.54,2,0,24.07,102.8,0.49
9/10/2024 6:00,977.4,23.41,2.69,0.31,3.45,9.6,53.7,53.5,107.2,2.47,3.51,102.5,33.1,35.76,-0.7,1.1,11.11,80.2,0.37
9/10/2024 7:00,977.6,23.75,5.36,0.8,4.47,12.61,74.4,49.8,124.3,2.61,4.81,125.7,38.8,44.72,-0.7,34.5,18.84,65.6,0.36
9/10/2024 8:00,977.9,26.35,6.2,0.94,4.61,12.77,54.6,49.1,103.7,4.46,4.91,127.7,35.3,41.69,0.2,78.5,17.58,155.8,0.33
9/10/2024 9:00,,,,,,,,,,,,,,,,,,105.2,0.6
9/10/2024 10:00,978,29.28,2.8,0.36,1.4,3.83,10.4,25.8,36.1,20.81,1.33,129,49.5,42.02,-0.6,471.3,6.34,137.9,1.22
9/10/2024 11:00,977.5,30.55,2.88,0.31,1.48,3.99,6.1,19.8,26,30.57,1.42,120.8,46.2,34.53,-0.2,912.1,6.55,121.2,1.11
9/10/2024 12:00,976.9,31.99,,0.36,,,,,,,,106,43.6,26.14,,1049.5,,150.5,0.59
9/10/2024 13:00,976.4,33.02,,0.35,,,3.6,14.2,17.8,49.95,,62.3,39.4,22.18,3.2,1018.3,,222.1,0.46
9/10/2024 14:00,975.9,34.42,21.72,0.28,12.43,19.97,2.2,14.2,16.4,,9.61,62.4,27.6,17.86,,885.3,19.8,200.7,0.44
9/10/2024 15:00,975.5,34.7,1.78,0.23,1.18,2.97,2,16.5,18.5,,1.16,57.1,19.3,17.45,,677,6.98,30.4,0.37
9/10/2024 16:00,975.3,34.41,1.65,,0.66,1.21,,,,,0.5,63.7,25.8,17.81,4.7,395.9,3.99,59.2,0.71
9/10/2024 17:00,975.2,33.69,1.63,0.24,0.62,1.18,1.2,17.7,18.9,60.37,0.5,84.7,24.1,17.64,4.2,154.4,3.87,47.4,0.66
9/10/2024 18:00,975.4,32.09,1.72,0.31,0.52,1.53,0.9,21.7,22.6,45.74,0.57,83.3,26.6,19.01,2.6,9.9,4.37,38.6,0.52
9/10/2024 19:00,975.7,31.2,1.97,0.46,0.63,2.02,2.7,34.9,37.6,26.77,0.73,77.6,19.2,20.01,2.8,0,5.29,58.3,0.48
9/10/2024 20:00,976.1,30.49,3.63,0.73,1.19,4.21,28.9,55.8,84.6,6.61,1.54,67.1,17.5,21.35,3.6,0,9.97,83.8,0.5
9/10/2024 21:00,976.3,30.06,5.42,0.95,6.92,17.79,75.3,63.2,138.5,2.2,6.02,80.7,23,22.18,4.3,0,21.53,70.9,0.47
9/10/2024 22:00,976.3,29.41,5.25,0.67,3.16,9.36,32.1,59.4,91.5,3.05,3.6,118,24.9,21.17,4.2,0,14.65,74.4,0.33
9/10/2024 23:00,976.3,28.76,6.3,0.98,3.26,9.61,77.4,64.1,141.5,2.31,3.42,100.2,27.4,22.22,4.1,0,16.28,64.6,0.31
9/11/2024 0:00,976.1,28.22,5.46,0.71,2.36,7.7,35.4,53.5,88.9,2.19,2.93,102.3,32.9,23.38,3.5,0,15.24,42.8,0.34
10/10/2024 1:00,975.8,28.09,4.2,0.68,1.46,5.02,10.1,44.1,54.3,7.5,1.81,97.5,25.4,23.77,3.3,0,11.42,42,0.44
10/10/2024 2:00,975.4,27.44,2.16,0.59,0.79,2.76,2.5,35.5,38,13.5,1,81.4,28,24.64,3.2,0,6.08,48.6,0.22
10/10/2024 3:00,975.6,26.3,3.01,0.67,2.04,6.87,29.2,51.3,80.4,3.11,2.62,74.2,20.6,26.53,0.7,0,12.98,88.9,0.51
10/10/2024 4:00,975.5,25.37,2.82,0.66,3.81,11.28,35.6,52,87.6,2.58,4.48,78.1,24,27.37,1.1,0,15.83,85.2,0.41
10/10/2024 5:00,975.6,24.67,1.51,0.63,1.43,4.51,18.3,49.8,68.2,2.62,1.53,98.7,21.6,28.52,0.9,0,5.4,81.3,0.38
10/10/2024 6:00,975.8,24,2.28,0.79,1.52,4.79,34.4,48,82.4,2.16,1.62,94.1,22.5,31.46,0.6,1.2,6.4,88.6,0.42
10/10/2024 7:00,976.2,24.1,5.03,1.38,5.04,13.41,129.1,54.1,183.2,2.56,4.7,92.4,17.1,33.41,1.2,33.7,13.44,66.4,0.35
10/10/2024 8:00,976.5,27.21,6.64,1.36,4.94,13.78,106.3,62,168.3,3,5.54,129.2,23.5,25.31,5.1,76.9,20.89,84,0.45
10/10/2024 9:00,976.9,30.12,5.88,1.12,4,10.64,56,71.3,127.3,7.34,4.14,141.6,46.4,18.4,9.7,124.1,15.51,168.5,0.21
10/10/2024 10:00,977,32.1,5.08,0.75,2.78,7.26,13,39.2,52.2,28.4,2.67,148,40,13.94,8,488.4,13.59,219.6,0.62
10/10/2024 11:00,976.5,33.73,2.96,0.68,1.45,4,9.9,34.3,44.3,34.04,1.47,136,39,12.12,6.4,891.4,10.21,226.9,0.61
10/10/2024 12:00,976,34.89,3.14,0.64,1.48,3.85,7.2,28.4,35.6,40.77,1.35,101.3,33.3,10.95,5.9,993.1,8.75,271.9,1.21
10/10/2024 13:00,975.4,35.71,1.91,0.53,1.4,3.73,5.4,16.4,21.8,43.49,1.33,116.8,31.4,8.69,4.1,994.7,7.66,250.1,1.02
10/10/2024 14:00,974.8,36.27,1.82,0.52,1.34,4.08,3.4,14.5,17.9,51.83,1.47,92.4,23.3,8.25,2.1,874.4,9.29,259.5,0.97
10/10/2024 15:00,974.4,36.72,1.43,0.53,0.59,1.8,5.3,18.6,23.9,52.17,0.65,202.9,25,7.87,1.9,679.5,5.17,242.8,0.4
10/10/2024 16:00,974.3,36.59,1.47,0.57,0.75,2.4,2.2,15.1,17.3,54.26,0.87,495.2,43.3,7.55,1.9,434,5.98,293.4,0.48
10/10/2024 17:00,974.5,35.28,1.44,0.62,0.47,1.46,1.1,13.6,14.8,56.04,0.55,287.6,40.5,8.59,1.4,169.2,4.6,29.5,0.32
10/10/2024 18:00,974.5,33.16,1.1,0.62,0.34,0.97,1.1,17.7,18.8,51.36,0.39,150.2,35,9.78,1.5,9.8,2.88,298.2,0.19
10/10/2024 19:00,974.7,32.02,2.44,0.98,0.73,2.33,12.1,56.5,68.6,14.27,0.87,128.8,24.8,10.35,2,0,6.58,64.4,0.34
10/10/2024 20:00,975.1,31.77,6.16,1.4,5.45,14.48,80.2,74.6,154.8,2.36,6.3,108,25.7,10.12,6.3,0,23.95,78.4,0.53
10/10/2024 21:00,975.4,30.57,6.7,1.47,7.85,18.66,154.2,78.9,233.1,2.79,9.16,120.7,26.1,10.94,6.8,0,22.78,96,0.54
10/10/2024 22:00,975.4,29.58,6.93,1.48,8.65,20.16,202.6,76.2,278.7,2.47,10.07,168.2,32.4,11.59,8.2,0,24.01,89.8,0.41
10/10/2024 23:00,975.5,29,7.5,1.53,10.06,22.5,219.5,71.1,290.6,2.38,7.13,185.5,38.9,12.52,7.8,0,26.03,85.2,0.55
10/11/2024 0:00,975.3,28.93,5.23,0.71,5.52,13.25,24,43.8,67.8,7.76,3.79,186.5,38.7,16.1,4.2,0,18.81,85.8,0.91
11/10/2024 1:00,975.4,28.03,2.43,0.48,2.02,6.31,4.3,41.2,45.5,8.48,2.34,166.3,37,19.03,2.3,0,8.45,94.7,0.63
11/10/2024 2:00,975.1,27.13,2.24,0.46,2.26,6.64,3,37,40,10.23,2.4,131.1,35.5,21.94,1.8,0,8.96,82.6,0.67
11/10/2024 3:00,975.1,26.13,2.05,0.44,3.26,8.49,3.5,40.3,43.8,8.86,2.72,117.4,27,23.47,-0.1,0,8.21,98.6,0.48
11/10/2024 4:00,975.2,25.32,1.56,0.6,2.21,6.25,11.9,44,56,4.1,2.12,97.5,28.2,25.69,-0.3,0,7.01,70.5,0.35
11/10/2024 5:00,975.4,24.67,2.18,0.62,3.89,11.11,25.7,48.2,73.9,2.88,4.16,107.1,32.1,27.68,-0.5,0,11.53,69.2,0.34
11/10/2024 6:00,975.7,24.37,2.45,0.7,4.37,11.92,35.5,48.2,83.8,2.52,4.5,100.6,42.1,28.97,-0.3,1.1,10.01,44.3,0.37
11/10/2024 7:00,976.1,24.85,4.48,0.89,4.78,12.72,64.7,50.9,115.7,2.33,4.97,101.5,35,30.24,1.4,36.8,15.57,43.5,0.24
11/10/2024 8:00,976.6,27.6,3.46,0.67,4.8,12.29,17.7,40.7,58.5,10.35,4.73,513.1,60.2,25.94,3.8,83.8,14.39,77.5,0.53
11/10/2024 9:00,977,29.8,2.33,0.47,2.99,8.02,24.6,40.4,64.9,13.96,2.97,339.7,59.2,20.82,12.6,137.1,9.55,100.1,0.62
11/10/2024 10:00,977,31.62,2.05,0.5,1.65,4.73,13.6,35,48.6,24.53,1.66,290.1,56.1,17.52,26.1,464.4,6.63,114.2,0.82
11/10/2024 11:00,976.6,33.33,3.27,0.39,1.77,3.69,4,20.4,24.4,46.25,1.29,225.3,52.4,14.09,22.6,870.5,6.04,129.5,0.88
11/10/2024 12:00,975.9,34.48,2.01,0.34,0.8,1.59,3.2,10.1,13.3,42.22,0.58,156.1,42.4,12.21,6.5,1006.5,3.74,192.8,0.81
11/10/2024 13:00,975.2,35.44,1.47,0.37,0.49,1.54,4.5,9.9,14.5,43.4,0.57,112.2,34.5,10.86,2.8,855,4.14,233.7,0.71
11/10/2024 14:00,974.4,36.68,1.17,0.42,0.33,1.02,2.8,7.3,10.1,43.44,0.36,88.4,24.2,9.51,0.4,872.5,3.23,192.9,0.41
11/10/2024 15:00,973.8,37.24,1.15,0.43,0.47,1.48,2.7,7.1,9.8,40.36,0.54,70.1,24.8,8.83,-0.2,679.6,4.03,172.9,0.6
11/10/2024 16:00,973.6,37.06,1.46,0.54,1.61,4.58,4.3,11.8,16.1,33.54,1.63,61.9,21.5,8.68,0.1,423.3,8.9,217.4,0.92
11/10/2024 17:00,973.4,36.38,2.18,0.62,1.21,3.92,4.8,17,21.8,26.19,1.38,58.4,18,9.09,-0.3,163.6,8.94,169.6,0.48
11/10/2024 18:00,973.4,34.94,2.95,0.85,2.2,6.64,11.3,32.8,44.2,10.82,2.47,43.1,19.7,10.26,-0.7,9.5,13.3,145.5,0.88
11/10/2024 19:00,973.6,33.88,4.43,0.89,2.24,7.38,17.5,40.6,58,4.56,2.82,54.1,18.5,11.64,1.9,0,13.34,105,0.92
11/10/2024 20:00,974,32.94,4.21,0.95,2.67,8.48,27.6,44.6,72.2,3.57,3.2,58,23.4,12.87,3.6,0,13.02,111.5,0.85
11/10/2024 21:00,974.3,31.18,5.73,1,4.02,11.99,45.7,48.1,93.8,2.47,4.69,91.9,18.7,14.64,6.3,0,19.69,94,0.48
11/10/2024 22:00,974.5,31.57,5.15,0.85,3.09,9.65,31.5,47.1,78.6,2.97,3.59,95.4,22.5,13.62,9.4,0,17.4,98.8,0.79
11/10/2024 23:00,974.5,30.81,4.43,0.68,1.91,6.38,14,41,55,4.81,2.32,127.7,20,13.72,16.3,0,12.4,102.1,0.84
11/11/2024 0:00,974.5,29.88,4.79,0.76,2.27,7.11,24.9,39.8,64.8,2.45,2.58,107.3,22.7,15.17,11.9,0,14.3,112.7,0.54
12/10/2024 1:00,974.4,28.42,5,0.81,2.48,7.93,37,37.8,74.9,2.49,3.01,104.1,21.6,17.26,5,0,15.25,76.6,0.47
12/10/2024 2:00,974.4,27.24,4.36,0.65,3.12,9.37,45.6,40.1,85.7,1.75,3.4,89,19.7,18.79,6.6,0,15.52,82.6,0.47
12/10/2024 3:00,974.2,27.75,3.66,0.7,3.44,10.12,46.1,39.3,85.4,2.22,3.77,91.8,18,18.41,15.3,0,13.04,118.1,0.47
12/10/2024 4:00,974.3,27.5,6.58,0.77,2.95,8.35,44.7,37.6,82.3,2.55,3.11,113.2,29.8,18.73,8.6,0,13.04,149.9,0.34
12/10/2024 5:00,974.6,27.03,5.58,0.59,1.46,4.13,6.6,28.2,34.8,6.85,1.5,94,29.8,18.92,3.2,0,8.79,146.8,0.58
12/10/2024 6:00,974.8,26.92,3.18,0.83,0.9,2.85,21.9,32.2,54.1,4.8,1.03,73.3,29.8,19.94,0.9,1.1,6.53,132.1,0.5
12/10/2024 7:00,975.2,26.86,6.13,0.99,2.29,7.53,49.6,37.8,87.4,2.9,2.94,95.4,27,21.88,1.5,51.1,14.77,79.4,0.22
12/10/2024 8:00,975.6,28.69,7.59,1.4,3.25,9.93,106,46.5,152.5,2.76,4.04,128.5,30.5,21.01,3.1,155.3,20.91,81.9,0.41
12/10/2024 9:00,975.9,30.81,6.64,1.13,3.99,11.66,87.6,50.4,138,3.87,4.64,135.7,30.2,16.1,3,182.9,21.41,124.6,0.81
12/10/2024 10:00,975.8,33.33,4.89,0.74,3.68,10.06,25.9,35.5,61.4,13.26,3.66,175.1,34.6,13.42,2.3,465,15.16,145.6,1.05
12/10/2024 11:00,975.2,35.43,3.97,0.62,1.75,5.28,13.1,21,34.1,22.11,2.01,152.5,34.9,11.53,1.9,834.6,11.1,217.8,1.43
12/10/2024 12:00,974.4,36.87,2.03,0.52,1.91,6.03,8.1,14.7,22.8,28.42,2.16,165.5,33.8,9.99,2.3,931.1,11.4,246.6,1.91
12/10/2024 13:00,973.9,37.66,1.67,0.46,0.87,2.61,6.8,12.1,19,31.23,0.9,206.8,28.7,8.88,1.5,922,6.52,252.4,1.51
12/10/2024 14:00,973.3,38.18,1.62,0.46,1.23,3.72,4.8,9.9,14.8,33.95,1.3,199,35.9,8.2,0.3,785.2,8.79,211.6,0.63
12/10/2024 15:00,972.9,38.6,1.69,0.41,0.98,3.08,3.4,7.8,11.2,36.21,1.08,186.3,36.3,7.69,-0.2,636.4,9.34,280.2,0.72
12/10/2024 16:00,972.9,37.7,1.06,0.45,0.37,1.24,2.9,8.9,11.7,32.19,0.45,164,31.2,8.13,-0.1,295.5,3.49,258.4,0.57
12/10/2024 17:00,973,37.17,1.51,0.53,0.7,2.31,3.4,14.3,17.8,28.02,0.83,126.4,25,8.49,-0.3,132.6,5.45,272.1,0.71
12/10/2024 18:00,973.1,35.63,2.97,0.77,0.73,2.85,8.8,29.7,38.4,13.11,1.07,88.6,20.9,9.27,-0.4,9.2,8.04,291.9,0.57
12/10/2024 19:00,973.4,34.09,3.14,0.74,0.94,3.5,10.3,33.7,44,8.14,1.24,123,31.8,10.45,0,0,8.23,332.5,0.31
12/10/2024 20:00,973.8,33.02,2.88,1.13,0.88,3.16,55.3,40.8,96.2,3.04,1.15,100.6,23.3,11.37,1.8,0,7.37,285.4,0.46
12/10/2024 21:00,974.1,32.28,7.92,2.06,3.02,9.92,186.9,50.5,237.4,2.5,3.97,99.1,19.9,13.12,2.3,0,20.98,300.9,0.22
12/10/2024 22:00,974.1,32.3,10.27,1.66,7.67,20.61,128.2,48.2,176.4,2.74,8.03,143.2,25.9,12.58,2.2,0,32.66,42.3,0.57
12/10/2024 23:00,974.2,31.76,3.28,0.58,1.56,5.5,7.2,34.7,41.9,9.52,2.04,161.1,40,11.69,1.6,0,9.58,33.6,0.59
12/11/2024 0:00,974.4,30.83,2.47,0.42,0.99,3.5,3.4,27.3,30.6,14.39,1.19,129.1,28.2,13.53,1.5,0,7.47,60,0.94
13/10/2024 01:00,974.3,29.97,1.91,0.4,0.76,2.46,3.6,23.4,27,16.68,0.85,132.5,24.4,16.13,2.5,0,5.62,56.3,0.63
13/10/2024 02:00,974.3,29.08,1.37,0.37,0.99,2.98,3.6,23.2,26.7,12.88,0.96,114.9,30.2,18.57,2.1,0,4.45,77.7,0.56
13/10/2024 03:00,974.3,27.57,1,0.38,0.58,1.89,3.3,22.1,25.5,12.87,0.64,111.1,22.5,23.54,0.3,0,3.28,87.3,0.45
13/10/2024 04:00,974.3,26.54,1.63,0.54,1.13,3.55,22.2,34.1,56.3,2.5,1.36,89.4,17.4,25.71,0.3,0,4.6,84,0.36
13/10/2024 05:00,974.6,26.14,2.05,0.58,1.71,5.07,29.5,36.1,65.6,2.92,1.97,115,24.6,29.34,0,0,5.52,55.8,0.26
13/10/2024 06:00,975.1,26.04,2.78,0.77,2.06,6.1,46.2,34.9,81,2.43,2.49,100.2,25.9,34.45,0.1,0.8,7.09,34.5,0.44
13/10/2024 07:00,975.4,26.11,2.91,0.8,1.08,3.95,34.2,34.3,68.5,2.84,1.38,123.9,22,39.61,-0.2,37.6,8.15,45.3,0.52
13/10/2024 08:00,975.8,27.37,3.83,0.96,1.27,4.6,52.9,37.9,90.8,3.44,1.65,132.3,30.5,39.77,1.4,88,9.41,35.9,0.46
13/10/2024 09:00,976,29.82,3.8,0.93,1.24,4.34,22.8,32.7,55.5,9.98,1.58,148.7,34.9,32.73,1.6,132.7,9.33,73.7,0.29
13/10/2024 10:00,976,32.8,3.23,0.81,1.12,3.66,19.1,34.7,53.8,15.2,1.37,159.3,41.3,23.57,2.1,449.7,8.31,55.9,0.65
13/10/2024 11:00,975.8,34.48,2.76,0.68,1.09,3.18,11.1,26.9,38,25.02,1.21,134.7,32.4,18.7,2.7,859.2,7.3,44.7,0.84
13/10/2024 12:00,975.1,36,2.54,0.55,0.7,1.98,4.8,16.7,21.5,36.38,0.73,123.3,32.3,15.41,3.5,995.8,6.4,42.6,0.66
13/10/2024 13:00,974.5,37.45,1.32,0.42,0.42,1.13,3.7,9.9,13.5,41.02,0.44,118.2,25.5,10.49,3.1,982.4,3.42,40.5,0.68
13/10/2024 14:00,974,37.85,1.02,0.37,0.21,0.65,5.4,11.6,17.1,38.92,0.29,88.9,25,8.19,2.1,851.1,2.45,33.8,0.83
13/10/2024 15:00,973.6,38.04,0.79,0.4,0.23,0.63,4.9,12.1,17,40.5,0.23,110.9,25,6.84,2.1,659.8,1.99,347.7,0.76
13/10/2024 16:00,973.5,37.46,0.79,0.34,0.23,0.64,3.3,12.7,16,40.15,0.24,96.1,20.8,6.65,1.6,409.3,2.05,37.7,0.95
13/10/2024 17:00,973.5,36.27,0.92,0.43,0.28,0.87,4,19.7,23.7,31.97,0.33,89,19.1,6.65,1.5,158.4,2.59,38.4,0.77
13/10/2024 18:00,973.5,34.75,1.7,0.64,0.47,1.6,6.9,32.8,39.7,18.35,0.58,60.1,16.5,7.31,1.3,8.4,4.38,43.1,0.74
13/10/2024 19:00,973.8,33.46,3.23,0.89,0.98,3.51,24.3,46.7,71,4.23,1.18,103,12,7.98,1.9,0,8.67,57.6,0.61
13/10/2024 20:00,974.2,32.6,5.56,0.93,2.59,8.37,40.6,49.6,90.2,2.59,3.11,95.3,21,9.38,3.1,0,15.76,63.6,0.65
13/10/2024 21:00,974.6,31.75,4.67,0.75,1.51,5.39,28.4,46.4,74.9,2.82,1.98,92.7,19.5,11.56,3.7,0,12.9,63.6,0.6
13/10/2024 22:00,974.8,30.46,4.7,0.94,1.87,6.38,60.3,48.6,108.9,2.03,2.41,86.3,14.6,12.57,3.4,0,14.87,84.2,0.47
13/10/2024 23:00,975,30.15,4.06,0.59,1.67,5.87,23.4,43.2,66.6,2.8,2.13,91.5,10.6,12.09,3.7,0,11.49,77.7,0.66
13/10/2024 24:00,975.1,29,2.36,0.44,2.03,5.68,14.5,43,57.6,3.06,1.63,87.2,23.1,14.48,3,0,7.64,86.8,0.6
14/10/2024 01:00,975,28.12,1.88,0.36,2.15,6.58,11.2,40.4,51.5,3.89,1.87,64.6,16.4,18.02,0.9,0,8.31,80.1,0.52
14/10/2024 02:00,975.1,26.37,1.29,0.39,1.32,3.73,27.7,42.1,69.8,2.3,1.2,66,17.8,22.21,0.9,0,4.78,60.3,0.41
14/10/2024 03:00,975.1,26.42,2.53,0.41,3.41,10.09,28.4,40.5,68.9,4.8,3.83,106,12.7,24.06,-0.7,0,14.91,86.7,0.41
14/10/2024 04:00,975.2,26.75,2.65,0.36,2.89,8.51,6.2,26.6,32.8,14.94,3.16,90.6,30.5,28.17,-1,0,11.75,97.3,0.55
14/10/2024 05:00,975.4,25.1,2.67,0.49,3.35,9.49,55.5,46,101.4,2.34,3.8,84.4,24.6,28.78,-0.1,0,10.87,80,0.39
14/10/2024 06:00,975.6,24.52,4.3,0.69,5.09,13.02,103.5,50.4,154,2.38,4.49,120.9,19.7,33.88,0.1,0.8,11.46,92.1,0.44
14/10/2024 07:00,976,24.85,7.17,1.52,6.37,16.59,151.2,55.5,206.7,2.58,6.58,123.5,42,37.42,1.2,35.2,25.98,69.7,0.45
14/10/2024 08:00,976.5,27.64,7.76,1.11,7.53,18.81,73.3,49.6,122.9,4.15,7.15,138.8,36.3,29.94,7.2,81,25.57,99.3,0.52
14/10/2024 09:00,976.7,29.83,5.27,0.66,3.01,7.78,15.6,31.3,46.9,15.81,2.79,162.6,49.7,23.42,6.2,125.7,11.74,128.8,0.73
14/10/2024 10:00,976.9,31.63,2.93,0.54,1.34,3.99,10,22.5,32.6,23.66,1.37,129.4,45.5,20.37,3.9,377.6,7.56,149.4,1.41
14/10/2024 11:00,976.5,33.1,2.47,0.55,1.07,3.41,10,19.5,29.5,27.45,1.25,123.2,42.1,18.23,3.1,871.3,6.88,135.4,0.94
14/10/2024 12:00,975.8,34.59,1.81,0.53,0.81,2.56,6.9,16.9,23.7,32.33,0.94,110.2,39.1,14.08,2.9,1007.2,5.9,137.6,1.3
14/10/2024 13:00,975.1,35.78,1.58,0.38,0.68,2.14,5.3,12.6,17.9,38.57,0.77,125.8,29.4,10.45,1.6,982.4,4.8,124.9,1.07
14/10/2024 14:00,974.5,36.68,1.48,0.35,0.59,1.86,3.7,10.7,14.4,41.89,0.67,84.9,20.9,8.63,-0.2,868.5,4.52,126.5,1.04
14/10/2024 15:00,974.3,36.92,1.15,0.31,0.41,1.29,3.2,10.6,13.8,44.63,0.46,70.1,21.3,8.03,-0.5,680.4,3.58,144.6,0.62
14/10/2024 16:00,974.1,36.77,1.42,0.31,1.26,3.34,2,10.2,12.2,48.27,1.21,64.8,15.2,7.73,-0.3,427.3,7.1,105.7,0.63
14/10/2024 17:00,974.2,35.37,1.32,0.42,0.9,2.76,2.1,19.1,21.2,41.39,1,43.8,20.9,8.75,-0.3,156.8,5.37,88.2,0.63
14/10/2024 18:00,974.4,33.97,2.78,0.73,2.9,8.4,9.7,49.9,59.6,12.69,3.1,45.7,26.5,9.33,0.6,7.3,12.55,88.3,0.83
14/10/2024 19:00,974.6,33.37,6.44,1.23,7.73,20.4,59.7,62.6,122.3,3.86,8.22,68.7,21.6,9.69,3.8,0,30.7,100.4,0.72
14/10/2024 20:00,975,31.89,6.98,1.67,12.17,29.38,133.5,68.3,201.9,2.09,13.48,90.7,16.1,10.99,6.2,0,43.39,92.2,0.58
